Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
0.0,0.39999999999999997,0.4430379746835443,0.3781009991164277,0.625,0.33333333333333326,0.9393939393939412,0.8833333333333329,0.47228915662650606,0.436071649166152,0.0,0.08982035928143713,0.33872832369942196,0.24895771292435975,0.6330615270570793,0.0,0.5824175824175823,0.5,0.0,0.5,1.0,0.6666666666666667,0.0,0.7142857142857142,0.0,0.9270833333333321,0.6666666666666666,0.5905172413793104,0.0,0.3588235294117647,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5,0.5651813814808679
0.001374570446735395,0.39999999999999997,0.48101265822784817,0.568408890097193,0.625,0.33333333333333326,0.9191919191919204,0.8666666666666671,0.3903614457831326,0.30018529956763434,0.0,0.25988023952095807,0.37572254335260125,0.2870756402620608,0.6419570051890289,0.0,0.6172161172161172,0.5,0.0,0.5,1.0,0.6666666666666667,0.0,0.42857142857142855,0.5,0.90625,0.6666666666666666,0.6551724137931034,0.0,0.24705882352941178,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.5,0.6148749378830545
0.0027491408934707906,0.39999999999999997,0.6835443037974682,0.7729898729015158,0.75,0.33333333333333326,0.9090909090909101,0.8333333333333357,0.8433734939759037,0.4045707226683138,0.0,0.2934131736526946,0.5057803468208093,0.42108397855866586,0.7805782060785766,0.0,0.8058608058608059,0.5,0.0,0.5,1.0,1.0,0.0,0.857142857142857,0.5,0.8958333333333321,1.0,0.9008620689655172,0.4752475247524752,0.49411764705882355,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.5,0.7026668875269173
0.004123711340206186,0.0,0.5696202531645569,0.48915924692448853,0.75,0.33333333333333326,0.9494949494949516,0.9166666666666643,0.4481927710843374,0.8455836936380482,0.0,0.18982035928143712,0.8184971098265896,0.7480643240023823,0.0,0.0,0.575091575091575,0.5,0.0,0.5,0.0,0.6666666666666667,0.0,0.5714285714285714,0.5,0.9375,0.6666666666666666,0.6853448275862069,0.6311881188118812,0.3352941176470588,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.25,0.8915024018552261
0.006872852233676977,0.0,0.5063291139240507,0.5650105349011079,0.375,0.33333333333333326,0.5555555555555571,0.25,0.0,0.5596046942557135,0.0,0.08023952095808383,0.4450867052023122,0.35854675402025016,0.0,0.0,0.2756410256410256,0.5,0.0,0.0,0.0,0.6666666666666667,0.0,0.28571428571428564,0.0,0.53125,0.3333333333333333,0.41379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5,0.30346198442935235
0.00893470790378007,0.0,0.7721518987341771,0.5277645619520153,0.625,0.33333333333333326,0.9696969696969688,0.9500000000000028,0.7373493975903616,0.0,0.0,0.8946107784431138,0.7075144508670521,0.6289458010720668,0.0,0.0,0.4835164835164835,0.0,0.0,0.5,0.0,0.6666666666666667,0.0,0.5714285714285714,0.5,0.9583333333333321,1.0,0.9051724137931034,0.39603960396039606,0.19411764705882353,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.25,0.8003975484512175
0.012371134020618558,0.0,0.4556962025316456,0.7345884591857541,0.375,0.33333333333333326,0.9494949494949516,0.8999999999999986,0.0,0.39901173563928355,0.0,0.28023952095808385,0.48786127167630067,0.40262060750446693,0.0,0.0,0.3095238095238095,0.5,0.0,0.0,1.0,0.6666666666666667,0.0,0.42857142857142855,0.0,0.9375,0.6666666666666666,0.6206896551724138,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.5,0.4011926453536525
0.013058419243986256,0.0,0.5063291139240507,0.31761027662611296,0.375,0.6666666666666667,0.4848484848484844,0.25,0.0,0.3113032736256949,0.0,0.3143712574850299,0.43872832369942205,0.5366289458010721,0.0,0.0,0.4125457875457876,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.42857142857142855,0.0,0.45833333333333215,0.3333333333333333,0.3168103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.75,0.33493457015073713
0.013745704467353953,0.39999999999999997,0.8987341772151898,0.7699313532250391,0.75,0.33333333333333326,0.9595959595959584,0.93333333333333,0.9156626506024097,0.0,0.0,0.6934131736526946,0.5132947976878613,0.42882668254913636,0.9028910303928835,0.0,0.8873626373626373,0.0,0.0,1.0,1.0,1.0,0.0,0.857142857142857,0.5,0.9479166666666643,1.0,0.9191810344827586,0.594059405940594,0.9058823529411765,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.9521285406658936
0.015807560137457044,1.0,0.17721518987341772,0.09087201794331545,0.375,0.9999999999999998,0.6666666666666679,0.43333333333333,0.0,0.5188387893761581,0.0,0.11976047904191617,0.4450867052023122,0.37045860631328176,0.0,0.0,0.2847985347985348,0.5,0.0,0.0,0.0,0.6666666666666667,0.0,0.42857142857142855,0.5,0.6458333333333321,0.6666666666666666,0.6163793103448276,0.24752475247524752,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.25,0.30478714593341066
0.018556701030927835,0.0,0.860759493670886,0.583905389791341,0.75,0.33333333333333326,0.9797979797979792,0.9666666666666686,0.48192771084337355,0.7523162445954293,0.0,0.29101796407185626,0.8289017341040463,0.7540202501488982,0.0,0.0,0.5796703296703296,0.5,0.0,0.5,0.0,0.6666666666666667,0.0,0.5714285714285714,0.5,0.9791666666666643,1.0,0.8318965517241379,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,0.8881894980950803
0.021305841924398626,0.0,,0.3844899068850677,0.375,0.6666666666666667,0.5656565656565675,0.93333333333333,0.0,0.0,0.0,0.7353293413173653,0.5537572254335261,0.4705181655747469,0.0,0.0,0.3617216117216117,0.0,0.0,0.0,1.0,0.6666666666666667,0.0,0.42857142857142855,0.0,0.5416666666666643,0.3333333333333333,0.2920258620689655,0.0,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.5,0.3692231240682458
